t_category|t_city|t_country|t_name|t_prize|t_web_link|t_year|t_id
Continental Team Championships|Algiers|ALG|All Africa Men's and Women's Team Championships 2018|none|https://bwfbadminton.com/results/3175/all-africa-men-s-and-women-s-team-championships-2018/|2018|3175
Continental Team Championships|Kazan|RUS|2018 European Men's & Women's Team Championships|none|https://bwfbadminton.com/results/3119/2018-european-men-s-women-s-team-championships/|2018|3119
Continental Team Championships|Tacarigua|TTO|M&F;  Pan Am Team Continental Championships 2018|none|https://bwfbadminton.com/results/3202/m-f-pan-am-team-continental-championships-2018/|2018|3202
Junior International Series|Oviedo|ESP|IBERDROLA Spanish Junior 2018|none|https://bwfbadminton.com/results/3096/iberdrola-spanish-junior-2018/|2018|3096
Continental Individual Championships|AlgiersAlgeria|ALG|All Africa Individual Championships 2018|none|https://bwfbadminton.com/results/3176/all-africa-individual-championships-2018/|2018|3176
HSBC BWF World Tour Super 300|Basel|SUI|YONEX Swiss Open 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3144/yonex-swiss-open-2018/|2018|3144
International Challenge|Vienna|AUT|Austrian Open 2018|$25,000|https://bwfbadminton.com/results/3109/austrian-open-2018/|2018|3109
International Series|KAMPALA|UGA|Uganda International 2018|$10,000|https://bwfbadminton.com/results/3110/uganda-international-2018/|2018|3110
Junior International Series|Milano|ITA|YONEX Italian Junior 2018|none|https://bwfbadminton.com/results/3127/yonex-italian-junior-2018/|2018|3127
Junior Future Series|KAMPALA|UGA|Uganda Junior International 2018|none|https://bwfbadminton.com/results/3111/uganda-junior-international-2018/|2018|3111
International Series|Kingston6|JAM|IV Jamaica International 2018|$10,000|https://bwfbadminton.com/results/3203/iv-jamaica-international-2018/|2018|3203
Junior International Grand Prix|Haarlem|NED|YONEX Dutch Junior 2018|none|https://bwfbadminton.com/results/3128/yonex-dutch-junior-2018/|2018|3128
Future Series|Zamarovce–Trencin|SVK|YONEX Slovak Open 2018|none|https://bwfbadminton.com/results/3184/yonex-slovak-open-2018/|2018|3184
HSBC BWF World Tour Super 300|MülheimanderRuhr|GER|YONEX German Open 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3146/yonex-german-open-2018/|2018|3146
International Challenge|FozdoIguazu|BRA|33th Brazil International Badminton Cup 2018|$25,000|https://bwfbadminton.com/results/3120/33th-brazil-international-badminton-cup-2018/|2018|3120
International Series|CaldasdaRainha|POR|53 Portuguese International Championships|$10,000|https://bwfbadminton.com/results/3112/53-portuguese-international-championships/|2018|3112
Junior International Grand Prix|Berlin|GER|YONEX German Junior 2018|none|https://bwfbadminton.com/results/3129/yonex-german-junior-2018/|2018|3129
HSBC BWF World Tour Super 1000|Birmingham|ENG|YONEX All England Open 2018|$1,000,000|https://bwfworldtour.bwfbadminton.com/tournament/3141/yonex-all-england-open-2018/|2018|3141
Future Series|LaHabana|CUB|XIX Giraldilla Tournament|$5,000|https://bwfbadminton.com/results/3177/xix-giraldilla-tournament/|2018|3177
Junior International Series|RishonLezion|ISR|Israel Junior 2018|none|https://bwfbadminton.com/results/3113/israel-junior-2018/|2018|3113
International Series|Karviná|CZE|KaBaL International Karviná 2018|$10,000|https://bwfbadminton.com/results/3212/kabal-international-karvina-2018/|2018|3212
International Challenge|Hanoi|VIE|CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2018|$25,000|https://bwfbadminton.com/results/3178/ciputra-hanoi-yonex-sunrise-vietnam-international-challenge-2018/|2018|3178
Junior Future Series|Calgary|CAN|Canadian Junior International|none|https://bwfbadminton.com/results/3179/canadian-junior-international/|2018|3179
International Challenge|TBC|POL|Polish Open 2018 - Cancelled|$25,000|https://bwfbadminton.com/results/3180/polish-open-2018-cancelled/|2018|3180
BWF Tour Super 100|Orleans|FRA|Orleans Masters 2018|$75,000|https://bwfbadminton.com/results/3164/orleans-masters-2018/|2018|3164
Future Series|ZAGREB|CRO|VICTOR Croatian International 2018|$500|https://bwfbadminton.com/results/3181/victor-croatian-international-2018/|2018|3181
Junior International Series|Sidirokastro|GRE|Hellas Junior International 2018|none|https://bwfbadminton.com/results/3204/hellas-junior-international-2018/|2018|3204
Junior International Grand Prix|SouthTangerang|INA|PEMBANGUNAN JAYA RAYA Junior Grand Prix 2018|none|https://bwfbadminton.com/results/3205/pembangunan-jaya-raya-junior-grand-prix-2018/|2018|3205
International Challenge|Moriguchi|JPN|Osaka International Challenge 2018|$25,000|https://bwfbadminton.com/results/3182/osaka-international-challenge-2018/|2018|3182
International Challenge|Vantaa|FIN|Finnish Open 2018|$25,000|https://bwfbadminton.com/results/3183/finnish-open-2018/|2018|3183
Future Series|BuenosAires|ARG|VI Argentina International 2018|none|https://bwfbadminton.com/results/3261/vi-argentina-international-2018/|2018|3261
Other|Carrara|AUS|2018 Commonwealth Games|none|https://bwfbadminton.com/results/3482/2018-commonwealth-games/|2018|3482
Continental Junior Championships|GUADALAJARA|MEX|IV YONEX Mexican International U19 2018|none|https://bwfbadminton.com/results/3008/iv-yonex-mexican-international-u19-2018/|2018|3008
Other|Goldcoast,queensland|AUS|2018 Commonwealth Games|none|https://bwfbadminton.com/results/3192/2018-commonwealth-games/|2018|3192
BWF Tour Super 100|LingShui|CHN|Lingshui China Masters 2018|$75,000|https://bwfbadminton.com/results/3211/lingshui-china-masters-2018/|2018|3211
International Series|Semarang|INA|USM Indonesia International Series 2018|$10,000|https://bwfbadminton.com/results/3270/usm-indonesia-international-series-2018/|2018|3270
International Series|Wateringen|NED|19th VICTOR Dutch International 2018|$10,000|https://bwfbadminton.com/results/3185/19th-victor-dutch-international-2018/|2018|3185
Junior International Series|Nicosia|CYP|Cyprus Junior 2018|none|https://bwfbadminton.com/results/3121/cyprus-junior-2018/|2018|3121
International Challenge|KualaLumpur|MAS|CELCOM AXIATA Malaysia International Challenge|$25,000|https://bwfbadminton.com/results/3186/celcom-axiata-malaysia-international-challenge/|2018|3186
Future Series|SIDIROKASTRO|GRE|Hellas International 2018|none|https://bwfbadminton.com/results/3187/hellas-international-2018/|2018|3187
Junior International Challenge|Bangkok|THA|YONEX-SHERA-ROZA-BTY Junior International 2018|$10,000|https://bwfbadminton.com/results/3251/yonex-shera-roza-bty-junior-international-2018/|2018|3251
Continental Individual Championships|Wuhan|CHN|Badminton Asia Championships 2018|$350,000|https://bwfbadminton.com/results/3122/badminton-asia-championships-2018/|2018|3122
Continental Individual Championships|Huelva|ESP|2018 European Championships|none|https://bwfbadminton.com/results/3188/2018-european-championships/|2018|3188
Junior International Series|Dubrovnik|CRO|Valamar Junior Open 2018|none|https://bwfbadminton.com/results/3097/valamar-junior-open-2018/|2018|3097
Continental Individual Championships|GuatemalaCity|GUA|XXII Pan Am Individual Championships 2018|none|https://bwfbadminton.com/results/3206/xxii-pan-am-individual-championships-2018/|2018|3206
HSBC BWF World Tour Super 300|Auckland|NZL|BARFOOT & THOMPSON New Zealand Open 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3147/barfoot-thompson-new-zealand-open-2018/|2018|3147
HSBC BWF World Tour Super 300|Sydney|AUS|CROWN GROUP Australian Open 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3148/crown-group-australian-open-2018/|2018|3148
International Series|Medvode|SLO|FZ Forza Slovenia International 2018|$10,000|https://bwfbadminton.com/results/3114/fz-forza-slovenia-international-2018/|2018|3114
Future Series|Lima|PER|Perú Future Series  2018|$2,750|https://bwfbadminton.com/results/3208/peru-future-series-2018/|2018|3208
Grade 1 - Team Tournaments|Bangkok|THA|TOTAL BWF Thomas & Uber Cup Finals 2018|none|https://bwfthomasubercups.bwfbadminton.com/results/3194/total-bwf-thomas-uber-cup-finals-2018/|2018|3194
Future Series|TBC|ROU|Romanian International 2018 - Cancelled|none|https://bwfbadminton.com/results/3207/romanian-international-2018-cancelled/|2018|3207
Future Series|Jelgava|LAT|YONEX Latvia International 2018|none|https://bwfbadminton.com/results/3228/yonex-latvia-international-2018/|2018|3228
Future Series|Kaunas|LTU|YONEX Lithuanian International 2018|none|https://bwfbadminton.com/results/3229/yonex-lithuanian-international-2018/|2018|3229
Future Series|RoseHill|MRI|Mauritius International 2018|none|https://bwfbadminton.com/results/3318/mauritius-international-2018/|2018|3318
HSBC BWF World Tour Super 300|Fullerton|USA|2018 YONEX US Open|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3216/2018-yonex-us-open/|2018|3216
International Challenge|Madrid|ESP|IBERDROLA Spanish International Villa de Madrid 2018|$25,000|https://bwfbadminton.com/results/3219/iberdrola-spanish-international-villa-de-madrid-2018/|2018|3219
Future Series|Guanajuato|MEX|Mexico Future Series 2018 - Cancelled|none|https://bwfbadminton.com/results/3277/mexico-future-series-2018-cancelled/|2018|3277
Junior Future Series|Barranquilla|COL|III Colombia Junior International 2018 - Cancelled|none|https://bwfbadminton.com/results/3306/iii-colombia-junior-international-2018-cancelled/|2018|3306
International Series|Yaoude|CMR|Cameroon International 2018|$10,000|https://bwfbadminton.com/results/3319/cameroon-international-2018/|2018|3319
BWF Tour Super 100|Calgary|CAN|2018 YONEX Canada Open|$75,000|https://bwfbadminton.com/results/3217/2018-yonex-canada-open/|2018|3217
Future Series|Barranquilla|COL|IX Colombia International 2018 - Cancelled|none|https://bwfbadminton.com/results/3278/ix-colombia-international-2018-cancelled/|2018|3278
Junior International Series|Ulaanbaatar|MGL|Mongolia Junior International Series 2018|none|https://bwfbadminton.com/results/3279/mongolia-junior-international-series-2018/|2018|3279
International Series|Abidjan|CIV|Cote D'Ivoire International 2018|$10,000|https://bwfbadminton.com/results/3320/cote-d-ivoire-international-2018/|2018|3320
Other|Tarragona|ESP|Tarragona 2018 Mediterranean Games|none|https://bwfbadminton.com/results/3481/tarragona-2018-mediterranean-games/|2018|3481
HSBC BWF World Tour Super 750|BukitJalil|MAS|CELCOM AXIATA Malaysia Open 2018|$700,000|https://bwfworldtour.bwfbadminton.com/tournament/3142/celcom-axiata-malaysia-open-2018/|2018|3142
International Series|Lima|PER|Perú International 2018|$10,000|https://bwfbadminton.com/results/3189/peru-international-2018/|2018|3189
Junior International Series|Gatchina|RUS|Russian Junior White Nights 2018|none|https://bwfbadminton.com/results/3230/russian-junior-white-nights-2018/|2018|3230
International Series|Ulaanbaatar|MGL|Mongolia International Series 2018|$10,000|https://bwfbadminton.com/results/3280/mongolia-international-series-2018/|2018|3280
Future Series|Cotonou|BEN|Benin International 2018|none|https://bwfbadminton.com/results/3321/benin-international-2018/|2018|3321
HSBC BWF World Tour Super 1000|Jakarta|INA|BLIBLI Indonesia Open 2018|$1,250,000|https://bwfworldtour.bwfbadminton.com/tournament/3149/blibli-indonesia-open-2018/|2018|3149
International Challenge|Gatchina|RUS|White Nights 2018|$25,000|https://bwfbadminton.com/results/3262/white-nights-2018/|2018|3262
HSBC BWF World Tour Super 500|Bangkok|THA|TOYOTA Thailand Open 2018|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3150/toyota-thailand-open-2018/|2018|3150
International Series|Tema|GHA|Ghana International 2018|$10,000|https://bwfbadminton.com/results/3386/ghana-international-2018/|2018|3386
Continental Junior Team Championships|Jakarta|INA|Badminton Asia Junior Championships 2018 ( Team Event)|none|https://bwfbadminton.com/results/3233/badminton-asia-junior-championships-2018-team-event/|2018|3233
HSBC BWF World Tour Super 500|Singapore|SGP|Singapore Open 2018|$355,000|https://bwfworldtour.bwfbadminton.com/tournament/3151/singapore-open-2018/|2018|3151
Continental Junior Championships|Jakarta|INA|Badminton Asia Junior Championships 2018 ( Individual Event)|none|https://bwfbadminton.com/results/3220/badminton-asia-junior-championships-2018-individual-event/|2018|3220
Continental Junior Team Championships|SalvadorBahia|BRA|XXVII Pan Am Junior Team Championships 2018|none|https://bwfbadminton.com/results/3281/xxvii-pan-am-junior-team-championships-2018/|2018|3281
International Challenge|Lagos|NGR|Lagos International 2018|$25,000|https://bwfbadminton.com/results/3322/lagos-international-2018/|2018|3322
Continental Junior Championships|SalvadorBahia|BRA|XXVII Pan Am Junior Championships U19|none|https://bwfbadminton.com/results/3221/xxvii-pan-am-junior-championships-u19/|2018|3221
Continental Junior Championships|Algiers|ALG|African Youth Games 2018|none|https://bwfbadminton.com/results/3399/african-youth-games-2018/|2018|3399
BWF Tour Super 100|Akita|JPN|YONEX Akita Masters 2018|$75,000|https://bwfbadminton.com/results/3173/yonex-akita-masters-2018/|2018|3173
BWF Tour Super 100|Vladivostock|RUS|Russian Open 2018|$75,000|https://bwfbadminton.com/results/3198/russian-open-2018/|2018|3198
Grade 1 - Individual Tournaments|Nanjing|CHN|TOTAL BWF World Championships 2018|none|https://bwfworldchampionships.bwfbadminton.com/results/3213/total-bwf-world-championships-2018/|2018|3213
Junior International Series|Dnipro|UKR|FZ FORZA Ukraine Junior International 2018|$2,000|https://bwfbadminton.com/results/3378/fz-forza-ukraine-junior-international-2018/|2018|3378
BWF Tour Super 100|HoChiMinhCity|VIE|YONEX-SUNRISE Vietnam Open 2018|$75,000|https://bwfbadminton.com/results/3218/yonex-sunrise-vietnam-open-2018/|2018|3218
International Series|Orange|USA|2018 YONEX/K&D; Graphics International Series|$10,000|https://bwfbadminton.com/results/3282/2018-yonex-k-d-graphics-international-series/|2018|3282
Junior International Series|Pazardzhik|BUL|Bulgarian Junior International Championships,2018|none|https://bwfbadminton.com/results/3222/bulgarian-junior-international-championships%2C2018/|2018|3222
Junior International Grand Prix|Pune|IND|YONEX SUNRISE India Junior International 2018|$15,000|https://bwfbadminton.com/results/3323/yonex-sunrise-india-junior-international-2018/|2018|3323
International Series|Sofia|BUL|Eurasia Bulgarian Open Championship, 2018|$10,000|https://bwfbadminton.com/results/3283/eurasia-bulgarian-open-championship%2C-2018/|2018|3283
Junior International Challenge|Perlis|MAS|CELCOM AXIATA Malaysia International Junior Open 2018|$15,000|https://bwfbadminton.com/results/3252/celcom-axiata-malaysia-international-junior-open-2018/|2018|3252
Junior Future Series|Paramaribo|SUR|Carebaco Jr. International 2018|none|https://bwfbadminton.com/results/3324/carebaco-jr-international-2018/|2018|3324
Junior International Series|Klaipeda|LTU|Yonex Lithuanian Junior 2018|none|https://bwfbadminton.com/results/3307/yonex-lithuanian-junior-2018/|2018|3307
Other|Jakarta|INA|Asian Games 2018 (Team Event)|none|https://bwfbadminton.com/results/3489/asian-games-2018-team-event/|2018|3489
Future Series|Paramaribo|SUR|Carebaco International 2018|none|https://bwfbadminton.com/results/3325/carebaco-international-2018/|2018|3325
Other|Jakarta|INA|Asian Games 2018 ( Individual Event)|none|https://bwfbadminton.com/results/3400/asian-games-2018-individual-event/|2018|3400
Junior International Series|Gentofte|DEN|Danish Junior Cup 2018|none|https://bwfbadminton.com/results/3326/danish-junior-cup-2018/|2018|3326
HSBC BWF World Tour Super 300|Barcelona|ESP|Barcelona Spain Masters 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3145/barcelona-spain-masters-2018/|2018|3145
Junior Future Series|Temuco|CHI|Temuco Junior 2018|none|https://bwfbadminton.com/results/3284/temuco-junior-2018/|2018|3284
International Challenge|Kharkiv|UKR|RSL Kharkiv International 2018|$25,000|https://bwfbadminton.com/results/3298/rsl-kharkiv-international-2018/|2018|3298
Junior International Series|Dublin|IRL|U19 Irish Open 2018|none|https://bwfbadminton.com/results/3299/u19-irish-open-2018/|2018|3299
BWF Tour Super 100|Hyderabad|IND|IDBI Federal Life Insurance Hyderabad Open 2018|$75,000|https://bwfbadminton.com/results/3231/idbi-federal-life-insurance-hyderabad-open-2018/|2018|3231
International Series|Santiago|CHI|Santiago 2018 - Cancelled|$8,000|https://bwfbadminton.com/results/3300/santiago-2018-cancelled/|2018|3300
Future Series|Minsk|BLR|Belarus International 2018|$5,000|https://bwfbadminton.com/results/3327/belarus-international-2018/|2018|3327
Continental Junior Team Championships|Tallinn|EST|2018 European Junior Team Championships|none|https://bwfbadminton.com/results/3401/2018-european-junior-team-championships/|2018|3401
HSBC BWF World Tour Super 750|Tokyo|JPN|DAIHATSU YONEX Japan Open 2018|$700,000|https://bwfworldtour.bwfbadminton.com/tournament/3152/daihatsu-yonex-japan-open-2018/|2018|3152
Continental Junior Championships|Tallinn|EST|2018 European Junior Championships|none|https://bwfbadminton.com/results/3457/2018-european-junior-championships/|2018|3457
International Challenge|Leuven|BEL|YONEX Belgian International 2018|$25,000|https://bwfbadminton.com/results/3308/yonex-belgian-international-2018/|2018|3308
Junior Future Series|Perth|AUS|Australian Junior International 2018|none|https://bwfbadminton.com/results/3285/australian-junior-international-2018/|2018|3285
International Series|Hamilton|NZL|TUI MEDICAL Waikato International 2018- Cancelled|none|https://bwfbadminton.com/results/3286/tui-medical-waikato-international-2018-cancelled/|2018|3286
International Challenge|Adelaide|AUS|South Australia International 2018|$25,000|https://bwfbadminton.com/results/3301/south-australia-international-2018/|2018|3301
HSBC BWF World Tour Super 1000|Changzhou|CHN|VICTOR China Open 2018|$1,000,000|https://bwfworldtour.bwfbadminton.com/tournament/3153/victor-china-open-2018/|2018|3153
BWF Tour Super 100|Pangkalpinang|INA|Bangka Belitung Indonesia Masters 2018|$75,000|https://bwfbadminton.com/results/3165/bangka-belitung-indonesia-masters-2018/|2018|3165
Junior Future Series|Guatemala|GUA|V Junior International Guatemala 2018|$10,000|https://bwfbadminton.com/results/3339/v-junior-international-guatemala-2018/|2018|3339
International Series|Sydney|AUS|Sydney International 2018|$10,000|https://bwfbadminton.com/results/3287/sydney-international-2018/|2018|3287
International Series|Aguascalientes|MEX|IX International Mexicano 2018|$10,000|https://bwfbadminton.com/results/3288/ix-international-mexicano-2018/|2018|3288
International Series|Bierun|POL|Polish International 2018|$10,000|https://bwfbadminton.com/results/3190/polish-international-2018/|2018|3190
Future Series|AddisAbaba|ETH|Ethiopia International 2018 - Cancelled|none|https://bwfbadminton.com/results/3402/ethiopia-international-2018-cancelled/|2018|3402
Junior International Series|Herstal|BEL|Yonex Belgian Junior 2018|none|https://bwfbadminton.com/results/3328/yonex-belgian-junior-2018/|2018|3328
HSBC BWF World Tour Super 500|Seoul|KOR|VICTOR Korea Open 2018|$600,000|https://bwfworldtour.bwfbadminton.com/tournament/3154/victor-korea-open-2018/|2018|3154
International Series|Guatemala|GUA|V HERBALIFE International Series Mayor 2018|$10,000|https://bwfbadminton.com/results/3340/v-herbalife-international-series-mayor-2018/|2018|3340
Junior International Series|Dubai|UAE|Dubai Junior International Series 2018|none|https://bwfbadminton.com/results/3371/dubai-junior-international-series-2018/|2018|3371
International Challenge|Brno|CZE|LI NING Czech Open 2018|$25,000|https://bwfbadminton.com/results/3309/li-ning-czech-open-2018/|2018|3309
Junior International Series|SaintLouis|FRA|3 Borders International Junior 2018|none|https://bwfbadminton.com/results/3329/3-borders-international-junior-2018/|2018|3329
HSBC BWF World Tour Super 300|TaipeiCity|TPE|YONEX Chinese Taipei Open 2018|$500,000|https://bwfworldtour.bwfbadminton.com/tournament/3155/yonex-chinese-taipei-open-2018/|2018|3155
Future Series|Sofia|BUL|Babolat Bulgarian International 2018|none|https://bwfbadminton.com/results/3341/babolat-bulgarian-international-2018/|2018|3341
Junior International Series|Trencin|SVK|Slovak Junior 2018|none|https://bwfbadminton.com/results/3342/slovak-junior-2018/|2018|3342
Grade 1 - Individual Tournaments|BuenosAires|ARG|Youth Olympic Games 2018|none|https://bwfbadminton.com/results/3256/youth-olympic-games-2018/|2018|3256
Grade 1 - Team Tournaments|BuenosAires|ARG|Youth Olympic Games Relay Team 2018|none|https://bwfbadminton.com/results/3573/youth-olympic-games-relay-team-2018/|2018|3573
BWF Tour Super 100|Almere|NED|YONEX Dutch Open 2018|$75,000|https://bwfbadminton.com/results/3166/yonex-dutch-open-2018/|2018|3166
International Series|Campinas|BRA|5th Mercosul International Series 2018 - Cancelled|$10,000|https://bwfbadminton.com/results/3289/5th-mercosul-international-series-2018-cancelled/|2018|3289
HSBC BWF World Tour Super 750|Odense|DEN|DANISA Denmark Open 2018|$775,000|https://bwfworldtour.bwfbadminton.com/tournament/3156/danisa-denmark-open-2018/|2018|3156
International Series|Singapore|SGP|Singapore International Series 2018|$10,000|https://bwfbadminton.com/results/3403/singapore-international-series-2018/|2018|3403
Junior Future Series|SantoDomingo|DOM|III Santo Domingo Junior International 2018|none|https://bwfbadminton.com/results/3310/iii-santo-domingo-junior-international-2018/|2018|3310
International Series|Chania|GRE|Hellas Open 2018|$10,000|https://bwfbadminton.com/results/3343/hellas-open-2018/|2018|3343
Junior International Series|MariaEnzersdorf|AUT|Austrian U19 International 2018 - CANCELLED|none|https://bwfbadminton.com/results/3302/austrian-u19-international-2018-cancelled/|2018|3302
Junior International Series|Mirna|SLO|TEM Slovenia Junior International 2018|none|https://bwfbadminton.com/results/3311/tem-slovenia-junior-international-2018/|2018|3311
International Series|SantoDomingo|DOM|IX Santo Domingo Open 2018|$10,000|https://bwfbadminton.com/results/3290/ix-santo-domingo-open-2018/|2018|3290
HSBC BWF World Tour Super 750|Paris|FRA|YONEX French Open 2018|$750,000|https://bwfworldtour.bwfbadminton.com/tournament/3157/yonex-french-open-2018/|2018|3157
International Challenge|Surabaya|INA|PAYTREN BERKAT ABADI Indonesia International Challenge 2018|$25,000|https://bwfbadminton.com/results/3291/paytren-berkat-abadi-indonesia-international-challenge-2018/|2018|3291
Future Series|KibbutzHatzor|ISR|Hatzor International 2018|none|https://bwfbadminton.com/results/3344/hatzor-international-2018/|2018|3344
International Series|Cairo|EGY|Egypt International 2018|$10,000|https://bwfbadminton.com/results/3404/egypt-international-2018/|2018|3404
Other|Osaka|JPN|YONEX Cup International Friendship Ladies Badminton Tournament 2018|$6,000|https://bwfbadminton.com/results/3467/yonex-cup-international-friendship-ladies-badminton-tournament-2018/|2018|3467
Junior International Series|Espoo|FIN|FZ FORZA Finnish Junior 2018|none|https://bwfbadminton.com/results/3345/fz-forza-finnish-junior-2018/|2018|3345
HSBC BWF World Tour Super 300|MacauCity|MAC|Macau Open 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3158/macau-open-2018/|2018|3158
BWF Tour Super 100|Saarbrucken|GER|SaarLorLux Open 2018|$75,000|https://bwfbadminton.com/results/3167/saarlorlux-open-2018/|2018|3167
International Series|IsaTown|BRN|Bahrain International Series 2018|$10,000|https://bwfbadminton.com/results/3372/bahrain-international-series-2018/|2018|3372
International Challenge|Budaors|HUN|43rd YONEX Hungarian International Championships 2018|$25,000|https://bwfbadminton.com/results/3330/43rd-yonex-hungarian-international-championships-2018/|2018|3330
Future Series|Casablanca|MAR|Morocco International 2018 - Cancelled|none|https://bwfbadminton.com/results/3405/morocco-international-2018-cancelled/|2018|3405
Grade 1 - Team Tournaments|Markham|CAN|Li NING BWF World Junior Mixed Team Championships 2018|none|https://bwfbadminton.com/results/3196/li-ning-bwf-world-junior-mixed-team-championships-2018/|2018|3196
HSBC BWF World Tour Super 750|Fuzhou|CHN|Fuzhou China Open 2018|$700,000|https://bwfworldtour.bwfbadminton.com/tournament/3159/fuzhou-china-open-2018/|2018|3159
International Series|Penang|MAS|Malaysia International Series 2018|$10,000|https://bwfbadminton.com/results/3263/malaysia-international-series-2018/|2018|3263
International Series|Sandefjord|NOR|Norwegian International 2018|$10,000|https://bwfbadminton.com/results/3375/norwegian-international-2018/|2018|3375
Grade 1 - Individual Tournaments|Markham|CAN|LI NING BWF World Junior Championship 2018|none|https://bwfbadminton.com/results/3197/li-ning-bwf-world-junior-championship-2018/|2018|3197
International Series|Paramaribo|SUR|XII Suriname International 2018|$10,000|https://bwfbadminton.com/results/3331/xii-suriname-international-2018/|2018|3331
HSBC BWF World Tour Super 500|Kowloon|HKG|YONEX-SUNRISE Hong Kong Open 2018|$400,000|https://bwfworldtour.bwfbadminton.com/tournament/3337/yonex-sunrise-hong-kong-open-2018/|2018|3337
International Series|Dublin|IRL|AIG FZ FORZA Irish Open 2018|$10,000|https://bwfbadminton.com/results/3346/aig-fz-forza-irish-open-2018/|2018|3346
International Challenge|Dubai|UAE|Dubai International Challenge 2018|$25,000|https://bwfbadminton.com/results/3406/dubai-international-challenge-2018/|2018|3406
HSBC BWF World Tour Super 300|Lucknow|IND|Syed Modi International Badminton Championships 2018|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3171/syed-modi-international-badminton-championships-2018/|2018|3171
BWF Tour Super 100|Glasgow|SCO|Scottish Open 2018|$75,000|https://bwfbadminton.com/results/3168/scottish-open-2018/|2018|3168
Junior International Series|SemnanCity|IRI|Iran Junior International Series 2018 -Cancelled|none|https://bwfbadminton.com/results/3223/iran-junior-international-series-2018-cancelled/|2018|3223
Future Series|Brežice|SLO|VICTOR Slovenia Future Series 2018|none|https://bwfbadminton.com/results/3347/victor-slovenia-future-series-2018/|2018|3347
International Series|Uralsk|KAZ|Condensate Apacs Kazakhstan International Series 2018|$10,000|https://bwfbadminton.com/results/3407/condensate-apacs-kazakhstan-international-series-2018/|2018|3407
Future Series|Gaborone|BOT|Botswana International 2018|none|https://bwfbadminton.com/results/3408/botswana-international-2018/|2018|3408
Junior International Series|OrlovaLutyne|CZE|Czech Junior 2018|none|none|2018|
Junior International Series|Singapore|SGP|Singapore Youth International Series 2018|$7,084|none|2018|
HSBC BWF World Tour Super 300|Gwangju|KOR|Korea Masters 2018|$250,000|https://bwfworldtour.bwfbadminton.com/tournament/3161/korea-masters-2018/|2018|3161
Future Series|SantoDomingo|DOM|Dominican Open 2018|$6,000|none|2018|
International Challenge|Mumbai|IND|Tata Open India International Challenge 2018|$25,000|none|2018|
International Series|Cardiff|WAL|VICTOR Welsh International 2018|$10,000|none|2018|
Future Series|Lusaka|ZAM|Zambia International 2018|none|none|2018|
Junior International Series|CaldasdaRainha|POR|X Portuguese International Junior Championships|none|none|2018|
International Series|Tripureshwor|NEP|YONEX SUNRISE Nepal International Series 2018|$10,000|none|2018|
Future Series|SanSalvador|ESA|El Salvador International 2018|none|none|2018|
Future Series|CapeTown|RSA|South Africa International 2018|none|none|2018|
Junior International Series|Tartu|EST|YONEX Estonian Junior 2018|none|none|2018|
Junior International Challenge|Miryangcity|KOR|MIRYANG WONCHEON YONEX Korea Junior Open International Challenge 2018|$15,000|none|2018|
International Challenge|Dhaka|BAN|YONEX - SUNRISE  Bangladesh International Challenge|$25,000|none|2018|
HSBC BWF World Tour Finals|Guangzhou|CHN|HSBC BWF World Tour Finals 2018|$1,500,000|https://bwfworldtour.bwfbadminton.com/tournament/3317/hsbc-bwf-world-tour-finals-2018/|2018|3317
International Challenge|Milan|ITA|YONEX Italian International 2018|$25,000|none|2018|
Junior International Series|Ankara|TUR|Turkey Junior International 2018|none|none|2018|
Junior International Series|Dhaka|BAN|YONEX - SUNRISE  Bangladesh International Junior|$5,000|none|2018|
International Series|Ankara|TUR|Turkey International 2018|$10,000|none|2018|
International Challenge|OrangeCounty|USA|2018 YONEX/K&D; GRAPHICS International Challenge|$25,000|none|2018|
HSBC BWF World Tour Super 300|Bangkok|THA|PRINCESS SIRIVANNAVARI Thailand Masters 2019|$150,000|https://bwfworldtour.bwfbadminton.com/tournament/3350/princess-sirivannavari-thailand-masters-2019/|2019|3350
International Series|Tallinn|EST|YONEX Estonian International 2019|$10,000|none|2019|
HSBC BWF World Tour Super 500|KualaLumpur|MAS|PERODUA Malaysia Masters 2019|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3351/perodua-malaysia-masters-2019/|2019|3351
International Series|Lund|SWE|RSL Swedish Open 2019|$10,000|none|2019|
Junior International Series|Przemysl|POL|VICTOR Polish Junior 2019|$3,000|none|2019|
HSBC BWF World Tour Super 500|Jakarta|INA|DAIHATSU Indonesia Masters 2019|$350,000|https://bwfworldtour.bwfbadminton.com/tournament/3388/daihatsu-indonesia-masters-2019/|2019|3388
Future Series|Reykjavik|ISL|Iceland International 2019|none|none|2019|
